No.,Sentence,StemWords,MatchWords,Use
1952,"Major corporations, financial firms, Government agencies, and allies have all been  victims,  and  these  are  just  the  events  we  know  about.","['major', 'corpor', 'financi', 'firm', 'govern', 'agenc', 'alli', 'victim', 'event', 'know']",set(),N
1953,"There  are  of  course  many  more incidents stretching back into the 1990s, that include the loss of tens of thou- sands of pages of sensitive military information, market and exploration data worth  millions  from  oil  companies,  the  loss  of  valuable  commercial  technologies,  and  hun- dreds  of  millions  of  dollars  from  banks  and  other  financial  institutions.","['cours', 'mani', 'incid', 'stretch', 'back', 'includ', 'loss', 'ten', 'sand', 'page', 'sensit', 'militari', 'inform', 'market', 'explor', 'data', 'worth', 'million', 'oil', 'compani', 'loss', 'valuabl', 'commerci', 'technolog', 'dred', 'million', 'dollar', 'bank', 'financi', 'institut']","{'inform', 'includ', 'technolog'}",Y
1954,Classified  military networks have been penetrated by foreign intelligence agencies.,"['classifi', 'militari', 'network', 'penetr', 'foreign', 'intellig', 'agenc']",{'network'},Y
1955,"Best of all,  from  the  perpetratorsí  perspective,  no  one  has  ever  been  punished  for  any  of  these  actions.","['best', 'perpetr', 'perspect', 'one', 'ever', 'punish', 'action']",set(),N
1956,This is not a record of success.,"['record', 'success']",set(),N
1957,Whatever we are doing is not working.,"['whatev', 'work']",{'work'},Y
1958,"Since 1998,  we  have  repeatedly  tried  a  combination  of  information  sharing,  market-based  ap- proaches, public/private partnership and self-regulation in a vain effort to strength- en  our  cyber  defenses.","['sinc', 'repeatedli', 'tri', 'combin', 'inform', 'share', 'proach', 'partnership', 'vain', 'effort', 'en', 'cyber', 'defens']","{'cyber', 'inform'}",Y
1959,"However,  despite  this  dispiriting  record  of  opponent  success,  I  feel  confident  in  predicting  that  this  year,  the  old,  failed  formulas  will  be  trotted  out again this year.","['howev', 'despit', 'dispirit', 'record', 'oppon', 'success', 'feel', 'confid', 'predict', 'year', 'old', 'fail', 'formula', 'trot', 'year']",set(),N
1960,Many of the reports and essays we see emerging now will advo- cate  tired  ideas  in  order  to  block  change  rather  than  increase  cybersecurity.,"['mani', 'report', 'essay', 'see', 'emerg', 'cate', 'tire', 'idea', 'order', 'block', 'chang', 'rather', 'increas', 'cybersecur']",{'cybersecur'},Y
1961,"While  individual  Government  agencies  have  made  strenuous  efforts  to  improve  our  cyber  defenses, as a Nation, despite all the talk, we are still not serious about cybersecu- rity.","['individu', 'govern', 'agenc', 'made', 'strenuou', 'effort', 'improv', 'cyber', 'defens', 'nation', 'despit', 'talk', 'still', 'seriou', 'riti']",{'cyber'},Y
1962,This  is  due  to  a  reluctance  to  make  the  changes  cybersecurity  requires.,"['due', 'reluct', 'make', 'chang', 'cybersecur', 'requir']","{'cybersecur', 'requir'}",Y
1963,People  still  advocate  strategies  and  policies  that  appeared  more  than  a  decade  ago  and  which have not worked.,"['peopl', 'still', 'advoc', 'strategi', 'polici', 'appear', 'decad', 'ago', 'work']",{'work'},Y
1964,We have consistently underestimated the risks and damage  from weak cybersecurity.,"['consist', 'underestim', 'risk', 'damag', 'weak', 'cybersecur']",{'cybersecur'},Y
1965,"Everyone is for better security, but there has always been  some other objective that seemed more important.","['everyon', 'better', 'secur', 'alway', 'object', 'seem', 'import']",{'secur'},Y
1966,"Cybersecurity  is  another  of  those  situations  in  American  history,  ranging  from  Pearl Harbor to 9/11, where we knew there was risk and that we were unprepared,  but  assumed  it  would  never  happen  because  America  is  too  powerful  or  too  big  to  attack.","['cybersecur', 'anoth', 'situat', 'american', 'histori', 'rang', 'pearl', 'harbor', 'knew', 'risk', 'unprepar', 'assum', 'would', 'never', 'happen', 'america', 'power', 'big', 'attack']",{'cybersecur'},Y
1967,Nothing has yet punctured this misplaced sense of invulnerability.,"['noth', 'yet', 'punctur', 'misplac', 'sens', 'invulner']",set(),N
1968,"America is still  powerful,  and  it  is  easy  to  say  that  the  sky  is  not  falling  and  there  is  no  need  for  haste.","['america', 'still', 'power', 'easi', 'say', 'sky', 'fall', 'need', 'hast']",set(),N
1969,The effect of this over confidence is to make tolerable the slow erosion of our  National  power  due  to  feeble  cybersecurity.,"['effect', 'confid', 'make', 'toler', 'slow', 'eros', 'nation', 'power', 'due', 'feebl', 'cybersecur']",{'cybersecur'},Y
1970,"Some  call  it  the  ëëdeath  of  a  thousand  cuts,íí  where  each  tiny  cut  goes  unnoticed  by  the  victim.","['call', 'death', 'thousand', 'cut', 'tini', 'cut', 'goe', 'unnot', 'victim']",set(),N
1971,There  are  warning  signs  that even a Nation as rich and as powerful as the United States is at risk.,"['warn', 'sign', 'even', 'nation', 'rich', 'power', 'unit', 'state', 'risk']",set(),N
1972,"The chal- lenges  to  our  financial  system  and  the  loss  of  manufacturing  and  innovative  capa- bilities  are  subjects  for  another  hearing,  but  weak  cybersecurity  exacerbates  these   problems.","['leng', 'financi', 'system', 'loss', 'manufactur', 'innov', 'biliti', 'subject', 'anoth', 'hear', 'weak', 'cybersecur', 'exacerb', 'problem']",{'cybersecur'},Y
1973,Business  as  usual  means  long-term  decline  as  our  economic  and  techno- logical leadership is damaged by cyber espionage.,"['busi', 'usual', 'mean', 'declin', 'econom', 'logic', 'leadership', 'damag', 'cyber', 'espionag']",{'cyber'},Y
1974,42   There  are  also  two  sets  of  risk.,"['also', 'two', 'set', 'risk']",set(),N
1975,One  is  immediate  and  real.,"['one', 'immedi', 'real']",set(),N
1976,Two  of  our  potential  military  opponents  have  the  capability  to  launch  damaging  cyber  attacks  against  Americaís  critical  infrastructure.,"['two', 'potenti', 'militari', 'oppon', 'capabl', 'launch', 'damag', 'cyber', 'attack', 'america', 'critic', 'infrastructur']",{'cyber'},Y
1977,The  Aurora  test  at  the  Idaho  National  Labs  and  the  Stuxnet  worm  showed  that  cyber  attacks  can  do  physical  damage.,"['aurora', 'test', 'idaho', 'nation', 'lab', 'stuxnet', 'worm', 'show', 'cyber', 'attack', 'physic', 'damag']",{'cyber'},Y
1978,These  oppo- nents  have  carried  out  network  reconnaissance  against  critical  infrastructure  to  allow them to plan their attacks.,"['nent', 'carri', 'network', 'reconnaiss', 'critic', 'infrastructur', 'allow', 'plan', 'attack']",{'network'},Y
1979,"The issue for this committee is that after 12 years  of information sharing, public private partnership, and voluntary action, critical in- frastructure in the United States is not ready for an attack.","['issu', 'committe', 'year', 'inform', 'share', 'public', 'privat', 'partnership', 'voluntari', 'action', 'critic', 'frastructur', 'unit', 'state', 'readi', 'attack']",{'inform'},Y
1980,"While  these  militaries  have  the  capability  to  launch  a  damaging  cyber  attack,  they are unlikely to do so short of an armed conflict.","['militari', 'capabl', 'launch', 'damag', 'cyber', 'attack', 'unlik', 'short', 'arm', 'conflict']",{'cyber'},Y
1981,They are deterred by the threat  of  an  American  military  response.,"['deter', 'threat', 'american', 'militari', 'respons']",set(),N
1982,"Only  if  we  were  to  get  into  a  shooting  war  with  them, over Taiwan or Estonia, could we expect to see cyber attacks.","['get', 'shoot', 'war', 'taiwan', 'estonia', 'could', 'expect', 'see', 'cyber', 'attack']",{'cyber'},Y
1983,"However, while  we  can  deter  military  attack,  our  military  strength  does  not  deter  espionage  and  crime  in  cyberspace.","['howev', 'deter', 'militari', 'attack', 'militari', 'strength', 'deter', 'espionag', 'crime', 'cyberspac']",set(),N
1984,Deterrence  not  a  solution  for  cybersecurityís  most  pressing  problems.,"['deterr', 'solut', 'cybersecur', 'press', 'problem']",{'cybersecur'},Y
1985,"Cyber terrorism is still a distant threat, but it is a threat that is increasing.","['cyber', 'terror', 'still', 'distant', 'threat', 'threat', 'increas']",{'cyber'},Y
1986,Ter- rorists  lack  the  capability  to  launch  cyber  attacks.,"['rorist', 'lack', 'capabl', 'launch', 'cyber', 'attack']",{'cyber'},Y
1987,"If  they  had  this  capability,  they  would have already used it.","['capabl', 'would', 'alreadi', 'use']",set(),N
1988,Our original emphasis on ëëcyber terrorismíí was wrong.,"['origin', 'emphasi', 'cyber', 'terror', 'wrong']",{'cyber'},Y
1989,"The day a terrorist group gets cyber attack capabilities, they will use them.","['day', 'terrorist', 'group', 'get', 'cyber', 'attack', 'capabl', 'use']","{'group', 'cyber'}",Y
1990,"At that  moment,  if  we  have  not  improved  our  cyber  defenses,  they  will  succeed  in  causing  disruption and damage.","['moment', 'improv', 'cyber', 'defens', 'succeed', 'caus', 'disrupt', 'damag']",{'cyber'},Y
1991,It is concerning to note that a few terrorist groups have ex- pressed  interest  in  acquiring  cyber  attack  capabilitiesóthe  most  recent  was  al-  Qaeda in the Arabian Peninsula (AQAP).,"['concern', 'note', 'terrorist', 'group', 'press', 'interest', 'acquir', 'cyber', 'attack', 'recent', 'qaeda', 'arabian', 'peninsula', 'aqap']","{'group', 'cyber'}",Y
1992,This group is worrisome.,"['group', 'worrisom']",{'group'},Y
1993,"They are inven- tive  in  using  the  internet  for  propaganda  and  organization,  and  they  have  said  one  of  their  goals  is  to  disrupt  the  American  economyóthis  was  the  alleged  motive  for  their  effort  using  printer  cartridges  in  air  shipments.","['tive', 'use', 'internet', 'propaganda', 'organ', 'said', 'one', 'goal', 'disrupt', 'american', 'alleg', 'motiv', 'effort', 'use', 'printer', 'cartridg', 'air', 'shipment']","{'internet', 'organ'}",Y
1994,"We  have  some  number  of  yearsóI hopeóbefore AQAP or another group, or an irresponsible nation like North  Korea  or  Iran,  acquires  cyber  attack  capabilities,  because  we  will  not  be  able  to  deter them from attacking and our defenses are inadequate.","['number', 'aqap', 'anoth', 'group', 'irrespons', 'nation', 'like', 'north', 'korea', 'iran', 'acquir', 'cyber', 'attack', 'capabl', 'abl', 'deter', 'attack', 'defens', 'inadequ']","{'group', 'cyber'}",Y
1995,"If  there  is  one  conclusion  that  we  can  draw  from  the  long  list  of  cyber  incidents,  it  is  that  we  are  not  prepared  to  defend  ourselves.","['one', 'conclus', 'draw', 'long', 'list', 'cyber', 'incid', 'prepar', 'defend']",{'cyber'},Y
1996,"So  we  are  vulnerable,  but  the  risk  of  attack  is  low  for  the  moment.","['vulner', 'risk', 'attack', 'low', 'moment']",set(),N
1997,"As  long  as  our  opponents  do  not  attack  us,  we  are  safe.","['long', 'oppon', 'attack', 'us', 'safe']",set(),N
1998,This  is  not  an  ideal  strategy  for  a  superpower.,"['ideal', 'strategi', 'superpow']",set(),N
1999,Our  current  approach  to  cybersecurity  leaves  initiative  and  control  to  our  opponents.,"['current', 'approach', 'cybersecur', 'leav', 'initi', 'control', 'oppon']","{'control', 'cybersecur'}",Y
2000,It  also  is  ineffective  in stopping the slow but steady damage to our economy and to our National security  that comes from cyber espionage.,"['also', 'ineffect', 'stop', 'slow', 'steadi', 'damag', 'economi', 'nation', 'secur', 'come', 'cyber', 'espionag']","{'secur', 'cyber'}",Y
2001,"Remedying  the  situation  will  take  a  concerted  effort,  but  we  are  far  from  con- sensus on how to proceed.","['remedi', 'situat', 'take', 'concert', 'effort', 'far', 'sensu', 'proceed']",set(),N
2002,"We will hear that public-private partnership is essential,  because  the  private  sector  owns  85%  of  critical  infrastructure.","['hear', 'partnership', 'essenti', 'privat', 'sector', 'own', 'critic', 'infrastructur']",set(),N
2003,"The  private  sector  owns  100%  of  the  airlines  in  the  United  States  as  well,  but  no  one  uses  this  as  an  excuse  to  say  we  do  not  need  an  air  force.","['privat', 'sector', 'own', 'airlin', 'unit', 'state', 'well', 'one', 'use', 'excus', 'say', 'need', 'air', 'forc']",set(),N
2004,We  will  hear  that  the  internet  must  be  protected  because  it  is  a  source  of  innovation.,"['hear', 'internet', 'must', 'protect', 'sourc', 'innov']",{'internet'},Y
2005,"Now,  in  other  fora,  it  is  common  to  hear that the United States is lagging behind in innovation, so it is fair to ask just  how much the internet has helped.","['fora', 'common', 'hear', 'unit', 'state', 'lag', 'behind', 'innov', 'fair', 'ask', 'much', 'internet', 'help']",{'internet'},Y
2006,"Innovation is a complex process and focusing on  the  internet  as  its  source  is  probably  wrong,  perhaps  a  last  left-over  form  the  dot-  com  bubble.","['innov', 'complex', 'process', 'focus', 'internet', 'sourc', 'probabl', 'wrong', 'perhap', 'last', 'form', 'com', 'bubbl']",{'internet'},Y
2007,But  the  notion  that  ability  to  better  protect  intellectual  property  and  proprietary  business  information  will  somehow  hurt  innovation  is  bound  to  re- appear.,"['notion', 'abil', 'better', 'protect', 'intellectu', 'properti', 'proprietari', 'busi', 'inform', 'somehow', 'hurt', 'innov', 'bound', 'appear']",{'inform'},Y
2008,"We  will  hear  that  technology  moves  too  fast  for  regulation,  but  this  is  true  only  if  you  try  to  write  prescriptive  regulations.","['hear', 'technolog', 'move', 'fast', 'regul', 'true', 'tri', 'write', 'prescript', 'regul']",{'technolog'},Y
